filename,building_fraction,has_building,split
33cae6_00042.tif,0.0,0,train
33cae6_00236.tif,0.12239933013916016,1,train
33cae6_00738.tif,0.019744873046875,1,train
33cae6_00630.tif,0.0,0,train
33cae6_00339.tif,0.0,0,train
33cae6_00733.tif,0.016260147094726562,1,train
33cae6_00289.tif,0.0,0,train
33cae6_00607.tif,0.0,0,train
33cae6_00357.tif,0.4372997283935547,1,train
33cae6_00098.tif,0.0,0,train
33cae6_00362.tif,0.27207374572753906,1,train
33cae6_00078.tif,0.0,0,train
33cae6_00409.tif,0.1248941421508789,1,train
33cae6_00310.tif,0.0,0,train
33cae6_00113.tif,0.0,0,train
33cae6_00225.tif,0.16983413696289062,1,train
33cae6_00622.tif,0.08137702941894531,1,train
33cae6_00566.tif,0.1421041488647461,1,train
33cae6_00462.tif,0.0,0,train
33cae6_00473.tif,0.10619544982910156,1,train
33cae6_00503.tif,0.42224884033203125,1,train
33cae6_00614.tif,0.0,0,train
33cae6_00480.tif,0.15945053100585938,1,train
33cae6_00358.tif,0.32100868225097656,1,train
33cae6_00209.tif,0.1909494400024414,1,train
33cae6_00112.tif,0.0,0,train
33cae6_00691.tif,0.0,0,train
33cae6_00061.tif,0.0,0,train
33cae6_00250.tif,0.058025360107421875,1,train
33cae6_00219.tif,0.2998628616333008,1,train
33cae6_00450.tif,0.05058097839355469,1,train
33cae6_00420.tif,0.16788578033447266,1,train
33cae6_00433.tif,0.0,0,train
33cae6_00441.tif,0.028824806213378906,1,train
33cae6_00642.tif,0.0,0,train
33cae6_00443.tif,0.1419525146484375,1,train
33cae6_00472.tif,0.059531211853027344,1,train
33cae6_00075.tif,0.0,0,train
33cae6_00593.tif,0.17126846313476562,1,train
33cae6_00192.tif,0.021821022033691406,1,train
33cae6_00262.tif,0.0,0,train
33cae6_00006.tif,0.0,0,train
33cae6_00706.tif,0.015091896057128906,1,train
33cae6_00553.tif,0.1410846710205078,1,train
33cae6_00060.tif,0.0,0,train
33cae6_00247.tif,0.41289234161376953,1,train
33cae6_00382.tif,0.03754425048828125,1,train
33cae6_00181.tif,0.17914962768554688,1,train
33cae6_00558.tif,0.051489830017089844,1,train
33cae6_00077.tif,0.0,0,train
33cae6_00576.tif,0.0,0,train
33cae6_00074.tif,0.0,0,train
33cae6_00287.tif,0.0,0,train
33cae6_00643.tif,0.0,0,train
33cae6_00627.tif,0.0,0,train
33cae6_00588.tif,0.0,0,train
33cae6_00512.tif,0.140289306640625,1,train
33cae6_00082.tif,0.0,0,train
33cae6_00559.tif,0.006329536437988281,1,train
33cae6_00180.tif,0.10999774932861328,1,train
33cae6_00067.tif,0.0,0,train
33cae6_00365.tif,0.20863628387451172,1,train
33cae6_00195.tif,0.19631099700927734,1,train
33cae6_00384.tif,0.10978031158447266,1,train
33cae6_00059.tif,0.0,0,train
33cae6_00117.tif,0.0,0,train
33cae6_00316.tif,0.0,0,train
33cae6_00461.tif,0.0,0,train
33cae6_00703.tif,0.0,0,train
33cae6_00524.tif,0.059975624084472656,1,train
33cae6_00666.tif,0.0,0,train
33cae6_00665.tif,0.0,0,train
33cae6_00040.tif,0.0,0,train
33cae6_00581.tif,0.038537025451660156,1,train
33cae6_00189.tif,0.39713001251220703,1,train
33cae6_00002.tif,0.0,0,train
33cae6_00644.tif,0.0,0,train
33cae6_00259.tif,0.0,0,train
33cae6_00261.tif,0.0,0,train
33cae6_00509.tif,0.18035411834716797,1,train
33cae6_00324.tif,0.14423751831054688,1,train
33cae6_00015.tif,0.0,0,train
33cae6_00294.tif,0.3266611099243164,1,train
33cae6_00492.tif,0.0,0,train
33cae6_00031.tif,0.0,0,train
33cae6_00155.tif,0.22807693481445312,1,train
33cae6_00065.tif,0.0,0,train
33cae6_00505.tif,0.3143625259399414,1,train
33cae6_00135.tif,0.034552574157714844,1,train
33cae6_00739.tif,0.0,0,train
33cae6_00700.tif,0.029687881469726562,1,train
33cae6_00030.tif,0.0,0,train
33cae6_00352.tif,0.4393606185913086,1,train
33cae6_00044.tif,0.0,0,train
33cae6_00280.tif,0.0058135986328125,1,train
33cae6_00687.tif,0.0,0,train
33cae6_00178.tif,0.0,0,train
33cae6_00025.tif,0.0,0,train
33cae6_00741.tif,0.0,0,train
33cae6_00276.tif,0.3160533905029297,1,train
33cae6_00458.tif,0.0,0,train
33cae6_00132.tif,0.028235435485839844,1,train
33cae6_00565.tif,0.24578857421875,1,train
33cae6_00116.tif,0.0,0,train
33cae6_00410.tif,0.1848287582397461,1,train
33cae6_00026.tif,0.0,0,train
33cae6_00701.tif,0.0,0,train
33cae6_00601.tif,0.0,0,train
33cae6_00029.tif,0.0,0,train
33cae6_00333.tif,0.33753299713134766,1,train
33cae6_00237.tif,0.35910701751708984,1,train
33cae6_00371.tif,0.0,0,train
33cae6_00187.tif,0.5240659713745117,1,train
33cae6_00561.tif,0.04743003845214844,1,train
33cae6_00674.tif,0.0,0,train
33cae6_00238.tif,0.33602428436279297,1,train
33cae6_00589.tif,0.0,0,train
33cae6_00018.tif,0.0,0,train
33cae6_00248.tif,0.3615751266479492,1,train
33cae6_00196.tif,0.09375953674316406,1,train
33cae6_00153.tif,0.1767578125,1,train
33cae6_00010.tif,0.0,0,train
33cae6_00351.tif,0.02158069610595703,1,train
33cae6_00096.tif,0.0,0,train
33cae6_00580.tif,0.0,0,train
33cae6_00564.tif,0.3676729202270508,1,train
33cae6_00547.tif,0.0,0,train
33cae6_00394.tif,0.04599189758300781,1,train
33cae6_00045.tif,0.0,0,train
33cae6_00309.tif,0.023813247680664062,1,train
33cae6_00345.tif,0.04987907409667969,1,train
33cae6_00183.tif,0.5610723495483398,1,train
33cae6_00727.tif,0.0,0,train
33cae6_00637.tif,0.0,0,train
33cae6_00274.tif,0.34692955017089844,1,train
33cae6_00396.tif,0.052585601806640625,1,train
33cae6_00511.tif,0.0,0,train
33cae6_00488.tif,0.0,0,train
33cae6_00654.tif,0.0,0,train
33cae6_00012.tif,0.0,0,train
33cae6_00389.tif,0.3796539306640625,1,train
33cae6_00228.tif,0.0,0,train
33cae6_00164.tif,0.03237628936767578,1,train
33cae6_00680.tif,0.07613372802734375,1,train
33cae6_00172.tif,0.0,0,train
33cae6_00373.tif,0.16650962829589844,1,train
33cae6_00456.tif,0.0,0,train
33cae6_00101.tif,0.0,0,train
33cae6_00656.tif,0.0,0,train
33cae6_00416.tif,0.5420017242431641,1,train
33cae6_00573.tif,0.001373291015625,1,train
33cae6_00037.tif,0.0,0,train
33cae6_00011.tif,0.0,0,train
33cae6_00517.tif,0.0,0,train
33cae6_00551.tif,0.0,0,train
33cae6_00567.tif,0.20201587677001953,1,train
33cae6_00545.tif,0.0,0,train
33cae6_00695.tif,0.0,0,train
33cae6_00638.tif,0.0,0,train
33cae6_00364.tif,0.11521720886230469,1,train
33cae6_00393.tif,0.01583099365234375,1,train
33cae6_00476.tif,0.3184490203857422,1,train
33cae6_00331.tif,0.4328126907348633,1,train
33cae6_00251.tif,0.0,0,train
33cae6_00282.tif,0.16411304473876953,1,train
33cae6_00737.tif,0.0625905990600586,1,train
33cae6_00270.tif,0.5988969802856445,1,train
33cae6_00571.tif,0.0,0,train
33cae6_00417.tif,0.2621803283691406,1,train
33cae6_00662.tif,0.0,0,train
33cae6_00422.tif,0.10121536254882812,1,train
33cae6_00504.tif,0.14844226837158203,1,train
33cae6_00584.tif,0.0,0,train
33cae6_00465.tif,0.0,0,train
33cae6_00457.tif,0.018822669982910156,1,train
33cae6_00205.tif,0.0,0,train
33cae6_00107.tif,0.0,0,train
33cae6_00527.tif,0.17869853973388672,1,train
33cae6_00343.tif,0.0,0,train
33cae6_00582.tif,0.011761665344238281,1,train
33cae6_00081.tif,0.0,0,train
33cae6_00341.tif,0.0,0,train
33cae6_00186.tif,0.5235099792480469,1,train
33cae6_00721.tif,0.0,0,train
33cae6_00120.tif,0.0,0,train
33cae6_00051.tif,0.0,0,train
33cae6_00149.tif,0.0,0,train
33cae6_00604.tif,0.0,0,train
33cae6_00525.tif,0.12079811096191406,1,train
33cae6_00552.tif,0.014199256896972656,1,train
33cae6_00435.tif,0.0,0,train
33cae6_00600.tif,0.0,0,train
33cae6_00605.tif,0.0,0,train
33cae6_00027.tif,0.0,0,train
33cae6_00523.tif,0.0,0,train
33cae6_00038.tif,0.0,0,train
33cae6_00203.tif,0.0,0,train
33cae6_00300.tif,0.25426292419433594,1,train
33cae6_00265.tif,0.14831829071044922,1,train
33cae6_00562.tif,0.1752004623413086,1,train
33cae6_00022.tif,0.0,0,train
33cae6_00740.tif,0.0,0,train
33cae6_00340.tif,0.0,0,train
33cae6_00428.tif,0.038543701171875,1,train
